stid,station_name,lat,lon,elev,begints,iem_network
WST,Westerly,41.3497,-71.7989,24.0,1999-07-31 23:08:00-05,RI_ASOS
AIK,Aiken,33.64938,-81.68504,160.9,2008-12-31 23:15:00-06,SC_ASOS
AQX,Allendale,32.9951,-81.2703,48.7062,2014-11-19 16:35:00-06,SC_ASOS
AND,ANDERSON CO AIRPORT,34.49458,-82.70939,238.0,1948-12-31 23:00:00-06,SC_ASOS
BNL,Barnwell,33.25778,-81.38833000000001,75.0,2008-12-31 23:15:00-06,SC_ASOS
ARW,Beaufort,32.41216,-80.63435,3.0,2009-02-28 23:15:00-06,SC_ASOS
NBC,BEAUFORT MCAS,32.47741,-80.72316,12.0,1957-10-01 07:00:00-05,SC_ASOS
BBP,Bennettsville,34.62171,-79.73436,44.8,2009-04-30 23:15:00-05,SC_ASOS
CDN,Camden,34.28358,-80.56486,92.0,2008-12-31 23:15:00-06,SC_ASOS
CHS,Charleston,32.8986,-80.0405,10.0245,1947-12-31 23:00:00-06,SC_ASOS
JZI,Charleston Exec,32.70086,-80.00291999999999,5.2,2008-12-31 23:15:00-06,SC_ASOS
CQW,Cheraw,34.71288,-79.957,72.8,2008-12-31 23:15:00-06,SC_ASOS
DCM,Chester,34.78933,-81.19578,199.9,2009-01-31 23:15:00-06,SC_ASOS
CEU,CLEMSON/OCONEE COUNTY,34.67192,-82.88681,272.0,2000-03-16 12:05:00-06,SC_ASOS
CAE,COLUMBIA METRO,33.9419,-81.1181,69.0,1948-01-01 05:00:00-06,SC_ASOS
CUB,COLUMBIA OWENS DOWNTOWN AIRPORT,33.971990000000005,-80.99377,59.0,1998-10-31 23:53:00-06,SC_ASOS
HYW,Conway,33.82849,-79.12218,10.7,2008-12-31 23:15:00-06,SC_ASOS
UDG,DARLINGTON COUNTY JETPORT,34.45,-79.89,59.0,2000-02-06 10:55:00-06,SC_ASOS
FLO,FLORENCE REGIONAL,34.185359999999996,-79.72389,45.0,1947-12-31 23:00:00-06,SC_ASOS
GGE,Georgetown,33.311690000000006,-79.31958,11.9,2008-11-30 23:15:00-06,SC_ASOS
GYH,Greenville,34.75832,-82.37642,291.0,1948-12-31 23:00:00-06,SC_ASOS
GMU,GREENVILLE DOWNTOWN,34.846109999999996,-82.34611,319.0,1947-12-31 23:00:00-06,SC_ASOS
GSP,GREENVILLE/SPARTANB,34.88472,-82.22389,296.0,1962-10-31 23:00:00-06,SC_ASOS
GRD,GREENWOOD COUNTY AIRPORT,34.25,-82.16,192.0,2000-05-24 13:04:00-05,SC_ASOS
HVS,Hartsville,34.403079999999996,-80.11922,110.9,2009-04-30 23:15:00-05,SC_ASOS
HXD,HILTON_HEAD_(AWOS),32.22436,-80.69747,6.0,2004-07-01 05:55:00-05,SC_ASOS
CKI,Kingstree,33.717220000000005,-79.85696999999999,20.4,2008-12-31 23:15:00-06,SC_ASOS
LKR,Lancaster,34.72298,-80.85444,148.1,2008-12-31 23:15:00-06,SC_ASOS
LUX,Laurens,34.507059999999996,-81.94719,212.4,2009-01-31 23:15:00-06,SC_ASOS
MNI,Manning,33.587109999999996,-80.20867,31.4,2008-12-31 23:15:00-06,SC_ASOS
MAO,Marion,34.18117,-79.33471999999999,28.0,2008-12-31 23:15:00-06,SC_ASOS
MMT,MCENTIRE ANG BASE,33.92,-80.8,77.0,1959-03-01 03:00:00-06,SC_ASOS
MKS,Moncks Corner,33.1855,-80.03625,22.3,2009-01-31 23:15:00-06,SC_ASOS
LRO,Mount Pleasant,32.89783,-79.78286,3.7,2008-11-30 23:15:00-06,SC_ASOS
MYR,MYRTLE BEACH(CIV),33.68,-78.93,8.0,1948-12-31 23:00:00-06,SC_ASOS
EOE,Newberry,34.30928,-81.63972,173.1,2009-01-31 23:15:00-06,SC_ASOS
XNO,North Air Force,33.6117,-81.0701,91.324,2017-11-02 06:56:00-05,SC_ASOS
CRE,NORTH MYRTLE BEACH,33.81175,-78.72394,10.0,1948-12-31 23:00:00-06,SC_ASOS
OGB,ORANGEBURG,33.4568,-80.8595,60.0,1997-03-31 23:53:00-06,SC_ASOS
LQK,Pickens County,34.81,-82.7029,308.0,2000-06-30 23:54:00-05,SC_ASOS
UZA,ROCK HILL (WAS 29J),34.987829999999995,-81.05717,202.0,1999-02-01 00:54:00-06,SC_ASOS
SSC,SHAW AFB/SUMTER,33.97,-80.47,74.0,1947-12-31 23:00:00-06,SC_ASOS
SPA,Spartanburg,34.91572,-81.9565,244.1,1947-12-31 23:00:00-06,SC_ASOS
DYB,Summersville,33.06344,-80.27933,17.1,2009-04-30 23:15:00-05,SC_ASOS
SMS,Sumter,33.99503,-80.36133000000001,55.5,2008-12-31 23:15:00-06,SC_ASOS
RBW,Walterboro,32.921,-80.64061,30.8,2008-12-31 23:15:00-06,SC_ASOS
FDW,Winnsboro,34.31547,-81.10880999999999,175.9,2009-04-30 23:15:00-05,SC_ASOS
ABR,ABERDEEN,45.45,-98.42,397.0,1948-01-01 06:00:00-06,SD_ASOS
EFC,BELLE FOURCHE,44.73421,-103.86199,98.0,1992-11-01 08:00:00-06,SD_ASOS
BKX,BROOKINGS,44.304829999999995,-96.81694,502.0,1972-12-31 18:00:00-06,SD_ASOS
2WX,BUFFALO,45.604440000000004,-103.54639,91.0,1996-06-30 19:48:00-05,SD_ASOS
9V9,CHAMBERLAIN,43.76667,-99.31833,519.0,1978-03-31 18:00:00-06,SD_ASOS
CUT,CUSTER,43.733059999999995,-103.61139,172.0,1985-05-31 19:00:00-05,SD_ASOS
RCA,ELLSWORTH AFB,44.14509,-103.10356999999999,99.0,1948-01-01 01:00:00-06,SD_ASOS
D07,FAITH,45.03,-102.02,78.0,1998-05-31 19:56:00-05,SD_ASOS
HON,HURON,44.38519,-98.22856,390.0,1947-01-01 00:00:00-06,SD_ASOS
MDS,Madison,44.01597,-97.08593,523.3,2009-03-31 19:15:00-05,SD_ASOS
MHE,MITCHELL,43.77483,-98.03860999999999,397.0,1972-12-31 18:00:00-06,SD_ASOS
MBG,MOBRIDGE,45.54639,-100.40778,51.0,1977-02-28 18:00:00-06,SD_ASOS
PHP,PHILIP,44.05,-101.6,67.0,1973-01-01 00:00:00-06,SD_ASOS
PIR,PIERRE,44.382690000000004,-100.28596999999999,52.0,1948-01-01 06:00:00-06,SD_ASOS
IEN,PINE RIDGE,43.02251,-102.51101,99.0,1997-06-30 19:52:00-05,SD_ASOS
UNR,Rapid City,44.06667,-103.2,1027.0,2011-03-30 08:55:00-05,SD_ASOS
RAP,RAPID CITY,44.04533,-103.05736,96.0,1950-11-01 07:00:00-06,SD_ASOS
FSD,SIOUX FALLS,43.57694,-96.75361,436.0,1948-01-01 06:00:00-06,SD_ASOS
8D3,SISSETON,45.668890000000005,-96.99139,354.0,1998-08-31 19:56:00-05,SD_ASOS
SPF,Spearfish,44.48032,-103.78296,1198.0,1990-08-01 09:00:00-05,SD_ASOS
ATY,WATERTOWN,44.91397,-97.15472,532.0,1973-01-01 00:00:00-06,SD_ASOS
SFD,Winner,43.3902,-99.8421,619.0,2000-01-01 09:53:00-06,SD_ASOS
ICR,WINNER,43.39026,-99.84217,621.0,2007-07-05 08:39:00-05,SD_ASOS
YKN,YANKTON,42.91669,-97.38594,398.0,1972-12-31 18:00:00-06,SD_ASOS
MMI,Athens ,35.3973,-84.5626,245.046,2013-10-17 07:55:00-05,TN_ASOS
M08,Bolivar,35.2145,-89.0434,149.56,2016-08-30 22:40:00-05,TN_ASOS
TRI,BRISTOL/TRI-CITY,36.47522,-82.40742,463.0,1948-01-01 05:00:00-06,TN_ASOS
CHA,CHATTANOOGA/LOVELL,35.03528,-85.20381,210.0,1948-01-01 05:00:00-06,TN_ASOS
CKV,CLARKSVILLE/OUTLAW,36.62188,-87.41495,168.0,1974-01-01 17:00:00-06,TN_ASOS
RZR,Cleveland,35.2115,-84.7998,242.88400000000001,2013-11-19 07:55:00-06,TN_ASOS
MRC,Columbia,35.5544,-87.1791,200.75,1948-01-01 06:00:00-06,TN_ASOS
M04,Covington,35.5834,-89.5872,81.6118,2017-05-10 10:35:00-05,TN_ASOS
CSV,CROSSVILLE MEMORIAL,35.95129,-85.08498,573.0,1954-05-01 01:00:00-05,TN_ASOS
2A0,Dayton,35.4817,-84.9322,214.875,2017-05-11 10:35:00-05,TN_ASOS
M02,Dickson,36.12794,-87.42983000000001,263.08,2010-09-10 14:45:00-05,TN_ASOS
DYR,DYERSBURG(AWOS),35.99797,-89.40658,103.0,1949-01-01 00:00:00-06,TN_ASOS
0A9,Elizabethton,36.37122,-82.17342,486.0,2009-04-01 13:35:00-05,TN_ASOS
UCY,Everett-Stewart ,36.3797,-88.9857,97.5416,1949-01-01 00:00:00-06,TN_ASOS
FYM,Fayetteville,35.0597,-86.564,296.959,2014-05-31 13:55:00-05,TN_ASOS
M33,Gallatin,36.3768,-86.4088,165.665,2016-05-22 00:55:00-05,TN_ASOS
GCY,Greenville,36.19601,-82.81099,487.085,,TN_ASOS
HZD,Huntingdon,36.089,-88.4654,142.968,2010-12-01 00:15:00-06,TN_ASOS
JAU,Jacksboro,36.3341,-84.163,349.912,2015-06-09 10:35:00-05,TN_ASOS
MKL,JACKSON/MCKELLAR,35.593059999999994,-88.91667,132.0,1949-01-01 00:00:00-06,TN_ASOS
JWN,John C Tune,36.1824,-86.8867,146.24,2015-12-10 20:35:00-06,TN_ASOS
DKX,Knoxville Downtown,35.9638,-83.8737,251.118,2016-05-22 00:55:00-05,TN_ASOS
TYS,KNOXVILLE MUNICIPAL,35.8181,-83.9858,299.0,1947-12-31 23:00:00-06,TN_ASOS
2M2,Lawrenceburg,35.2343,-87.2579,281.342,,TN_ASOS
M54,Lebanon,36.1904,-86.3157,179.0,2010-09-18 20:45:00-05,TN_ASOS
PVE,Levington - Parson Beech River,35.6564,-88.1954,153.901,2014-03-08 15:35:00-06,TN_ASOS
LUG,Lewisburg-Ellington,35.5136,-86.803,213.608,,TN_ASOS
8A3,Livingston,36.4121,-85.3116,409.921,,TN_ASOS
MNV,Madisonville,35.5452,-84.3804,306.085,2016-05-22 12:55:00-05,TN_ASOS
RNC,Mc Minnville,35.69871,-85.84382,308.85200000000003,2014-03-22 10:55:00-05,TN_ASOS
MEM,MEMPHIS INTL ARPT,35.06111,-89.985,87.0,1946-10-01 00:00:00-06,TN_ASOS
NQA,MEMPHIS NAS,35.35667,-89.87028000000001,98.0,1949-07-01 02:00:00-05,TN_ASOS
MOR,Morristown Moore-Murrell,36.1794,-83.3754,392.44,2014-04-17 10:35:00-05,TN_ASOS
MBT,Murfreesboro ,35.8775,-86.3775,186.75400000000002,,TN_ASOS
BNA,NASHVILLE METRO,36.11889,-86.68916999999999,180.0,1948-01-01 06:00:00-06,TN_ASOS
OQT,OAK RIDGE,36.02304,-84.23362,277.0,1998-09-01 13:08:00-05,TN_ASOS
PHT,Paris,36.3359,-88.3844,173.78400000000002,2010-12-01 00:15:00-06,TN_ASOS
1M5,Portland,36.5929,-86.4769,243.65599999999998,2016-08-30 22:35:00-05,TN_ASOS
GZS,Pulaski,35.1537,-87.0568,200.875,2017-05-09 10:35:00-05,TN_ASOS
RKW,Rockwood,35.9223,-84.6897,503.07800000000003,,TN_ASOS
SNH,Savannah,35.1703,-88.2167,141.184,2000-06-14 22:00:00-05,TN_ASOS
GKT,Sevierville,35.8578,-83.5287,301.313,2014-07-02 14:55:00-05,TN_ASOS
SYI,Shelbyville ,35.5594,-86.4425,243.672,2014-04-17 10:35:00-05,TN_ASOS
SZY,Sibley ,35.2029,-88.4984,182.929,2017-05-09 10:35:00-05,TN_ASOS
MQY,SMYRNA,36.00897,-86.52008000000001,166.0,1949-01-01 00:00:00-06,TN_ASOS
FYE,Somerville,35.2061,-89.3929,132.875,2017-03-06 23:35:00-06,TN_ASOS
SRB,Sparta,36.0559,-85.5307,307.913,2012-06-05 08:15:00-05,TN_ASOS
M91,Springfield,36.5363,-86.9189,211.108,2014-11-21 09:15:00-06,TN_ASOS
THA,Tullahoma,35.38,-86.2467,326.264,2012-04-09 17:15:00-05,TN_ASOS
BGF,Winchester,35.17753,-86.06617,296.237,2012-02-10 08:15:00-06,TN_ASOS
ABI,ABILENE MUNICIPAL,32.41131,-99.68189,546.0,1948-01-01 00:00:00-06,TX_ASOS
ALI,ALICE INTL AIRPORT,27.740890000000004,-98.02694,54.0,1948-01-01 00:00:00-06,TX_ASOS
E38,ALPINE,30.384,-103.684,1376.0,2003-07-01 00:05:00-05,TX_ASOS
AMA,AMARILLO ARPT(AWOS),35.219359999999995,-101.70591999999999,1099.0,1948-01-01 00:00:00-06,TX_ASOS
E11,Andews,32.3311,-102.5295,963.1419999999999,2012-04-18 10:55:00-05,TX_ASOS
LBX,ANGLETON/LAKE JACKS,29.10864,-95.46208,8.0,1989-12-01 06:00:00-06,TX_ASOS
GKY,ARLINGTON (WAS F54),32.66386,-97.09428,192.0,1998-12-01 00:53:00-06,TX_ASOS
F44,Athens,32.16385,-95.82835,135.39600000000002,2012-08-14 00:15:00-05,TX_ASOS
ATT,Austin,30.32075,-97.76012,189.0,1948-07-01 07:00:00-05,TX_ASOS
EDC,Austin,30.39255,-97.56213000000001,187.5,2009-08-01 00:15:00-05,TX_ASOS
AUS,Austin Bergstrom,30.19453,-97.66989000000001,189.0,1996-07-01 03:53:00-05,TX_ASOS
BYY,BAY_CITY,28.97325,-95.86344,14.0,2003-04-01 00:06:00-06,TX_ASOS
BMT,Beaumont,30.0702,-94.2151,9.8,2011-03-14 12:05:00-05,TX_ASOS
BPT,BEAUMONT/PORT ARTHU,29.95,-94.02,7.0,1948-07-01 07:00:00-05,TX_ASOS
BEA,Beeville,28.36187,-97.79103,81.7,2007-06-01 00:05:00-05,TX_ASOS
BPG,BIG_SPRING,32.21261,-101.52164,784.0,2003-04-01 00:05:00-06,TX_ASOS
F00,Bonham,33.6131,-96.1793,189.558,2016-11-15 08:15:00-06,TX_ASOS
VAF,Boomvang,27.3536,-94.6253,0.0,2010-08-16 12:35:00-05,TX_ASOS
BGD,BORGER/HUTCHINSON,35.70089,-101.39366,931.0,1996-07-01 02:51:00-05,TX_ASOS
0F2,Bowie,33.60167,-97.77556,335.6,2009-05-01 00:05:00-05,TX_ASOS
BBD,Brady,31.17929,-99.32393,557.0,2005-09-01 00:24:00-05,TX_ASOS
CFD,Brazos,30.7157,-96.3314,102.431,2013-05-05 17:55:00-05,TX_ASOS
BBF,Brazos 133,27.833000000000002,-96.014,0.0,2010-05-08 18:40:00-05,TX_ASOS
BQX,Brazos 451,28.4936,-95.7244,0.0,2010-05-14 07:55:00-05,TX_ASOS
BKD,Breckenridge,32.71905,-98.891,391.4,2008-03-01 00:05:00-06,TX_ASOS
11R,BRENHAM_MUNICIPAL_APT,30.218890000000002,-96.37416999999999,94.0,2000-06-09 00:30:00-05,TX_ASOS
XBP,Bridgeport,33.175329999999995,-97.82839,259.7,2004-02-29 00:05:00-06,TX_ASOS
BRO,BROWNSVILLE INTL,25.91461,-97.42313,6.0,1948-01-01 00:00:00-06,TX_ASOS
BWD,BROWNWOOD MUNICIPAL,31.793609999999997,-98.9565,422.0,1952-04-01 00:00:00-06,TX_ASOS
BMQ,BURNET MUNICIPAL/KATE CRADDOCK,30.73893,-98.23861,389.0,1996-10-01 00:53:00-05,TX_ASOS
RWV,Caldwell,30.51547,-96.70409000000001,119.0,1980-07-01 09:00:00-05,TX_ASOS
T35,Cameron,30.87936,-96.9711,124.161,2012-04-17 11:35:00-05,TX_ASOS
HHF,CANADIAN,35.895,-100.404,730.0,1981-08-01 17:00:00-05,TX_ASOS
FTN,Carrizo Springs,28.2086,-100.0188,236.0,2010-06-28 07:55:00-05,TX_ASOS
CZT,Carrizo Springs,28.5222,-99.8236,178.27200000000002,2013-12-11 13:35:00-06,TX_ASOS
CVB,Castroville,29.341920000000002,-98.8509,235.0,2008-07-01 00:05:00-05,TX_ASOS
F17,Center,31.8316,-94.1564,95.2382,2015-03-23 22:55:00-05,TX_ASOS
CDS,CHILDRESS MUNICIPAL,34.433890000000005,-100.28806,595.0,1948-01-01 00:00:00-06,TX_ASOS
GZN,Cisco,32.3658,-99.0237,523.064,2016-06-29 12:20:00-05,TX_ASOS
LBR,CLARKSVILLE,33.59316,-95.06356,134.0,2003-08-01 00:05:00-05,TX_ASOS
CPT,CLEBURNE,32.35375,-97.43375,260.0,2004-07-01 00:05:00-05,TX_ASOS
6R3,Cleveland,30.356440000000003,-95.008,45.7,2009-11-01 00:05:00-05,TX_ASOS
COM,Coleman,31.841140000000003,-99.40361,517.2,2004-02-01 00:00:00-06,TX_ASOS
CLL,COLLEGE STATION,30.58806,-96.36389,98.0,1951-08-01 01:00:00-05,TX_ASOS
66R,Columbus,29.6411,-96.5158,74.3404,2014-10-02 09:55:00-05,TX_ASOS
MKN,COMANCHE COUNTY/CITY ARPT,31.92,-98.6,423.0,2004-11-01 00:05:00-06,TX_ASOS
CXO,CONROE/MONTGOMERY COUNTY AIRPORT,30.352359999999997,-95.41453,75.0,1997-01-01 00:53:00-06,TX_ASOS
CRP,CORPUS CHRISTI INTL,27.773059999999997,-97.51278,13.0,1948-01-01 00:00:00-06,TX_ASOS
NGP,CORPUS CHRISTI NAS,27.692629999999998,-97.29109,6.0,1948-01-01 00:00:00-06,TX_ASOS
CRS,CORSICANA,32.03,-96.4,137.0,1997-06-01 00:53:00-05,TX_ASOS
COT,COTULLA MUNICIPAL,28.456670000000003,-99.21833000000001,144.0,1949-10-01 00:00:00-06,TX_ASOS
DKR,Crocket,31.306959999999997,-95.40383,106.1,2005-08-01 00:05:00-05,TX_ASOS
DHT,DALHART MUNICIPAL,36.02259,-102.54728,1216.0,1949-01-01 00:00:00-06,TX_ASOS
ADS,DALLAS/ADDISON ARPT,32.96856,-96.83645,196.0,1974-02-01 00:00:00-05,TX_ASOS
DFW,DALLAS/FT WORTH,32.89683,-97.038,182.0,1974-08-13 19:00:00-05,TX_ASOS
DAL,DALLAS/LOVE FIELD,32.84711,-96.85178,148.0,1946-07-26 01:00:00-05,TX_ASOS
RBD,DALLAS/REDBIRD ARPT,32.68,-96.87,201.0,1984-08-01 07:00:00-05,TX_ASOS
LUD,DECATUR,33.25425,-97.5805,319.0,2003-06-01 00:05:00-05,TX_ASOS
DRT,DEL RIO INTL (AUT),29.374209999999998,-100.92716,307.0,1948-01-01 00:00:00-06,TX_ASOS
DTO,DENTON (ASOS),33.206109999999995,-97.19889,197.0,1996-07-01 02:53:00-05,TX_ASOS
FWS,DFW NEXRAD,32.57297,-97.30332,208.02599999999998,2002-03-01 07:47:00-06,TX_ASOS
6R6,DRYDEN,30.046020000000002,-102.21291,702.0,1999-07-01 00:53:00-05,TX_ASOS
DUX,DUMAS,35.858000000000004,-102.01299999999999,1129.0,2004-07-01 00:06:00-05,TX_ASOS
DYS,DYESS AFB/ABILENE,32.421,-99.855,545.0,1973-01-01 00:00:00-06,TX_ASOS
ELA,Eagle Lake,29.6006,-96.3219,56.8021,2015-03-23 22:55:00-05,TX_ASOS
EMK,East Breaks (GoM),27.8186,-94.3228,0.0,2010-02-23 00:10:00-06,TX_ASOS
ETN,Eastland,32.4135,-98.8098,444.626,2017-05-03 11:15:00-05,TX_ASOS
EBG,EDINBURG,26.441670000000002,-98.12222,24.0,2003-11-01 00:05:00-06,TX_ASOS
ELP,EL PASO INTL ARPT,31.81111,-106.37583000000001,1194.0,1948-02-01 01:00:00-06,TX_ASOS
BKS,FALFURRIAS/BROOKS COUNTY AIRPORT,27.206670000000003,-98.12111,34.0,2003-02-01 00:05:00-06,TX_ASOS
BIF,Fort Bliss,31.849529999999998,-106.38004,1203.0,2011-09-06 06:55:00-05,TX_ASOS
GRK,FORT HOOD/GRAY AAF,31.07,-97.83,309.0,1950-10-01 00:00:00-06,TX_ASOS
FST,FORT STOCKTON,30.91194,-102.91667,917.0,1996-07-01 02:53:00-05,TX_ASOS
AFW,Fort Worth - Alliance,32.9716,-97.31788,204.81900000000002,1991-02-01 07:00:00-06,TX_ASOS
FTW,FORT WORTH/MEACHAM,32.81978,-97.36244,216.0,1948-01-01 00:00:00-06,TX_ASOS
NFW,FORT WORTH NAS,32.78098,-97.43648,198.0,1996-07-01 01:55:00-05,TX_ASOS
T82,FREDERICKSBURG/GILLESPIE COUNTY,30.24325,-98.90919,517.0,2002-06-30 00:05:00-05,TX_ASOS
HLR,FT HOOD AAF/KILLEEN,31.1387,-97.7145,283.0,1960-11-01 06:00:00-06,TX_ASOS
GLE,GAINESVILLE,33.65139,-97.19694,256.0,2001-08-01 00:03:00-05,TX_ASOS
GVX,Galveston 424,28.5767,-94.9767,0.0,2010-05-08 18:35:00-05,TX_ASOS
GLS,GALVESTON/SCHOLES,29.26533,-94.86041999999999,16.0,1948-01-01 00:00:00-06,TX_ASOS
GOP,GATESVILLE,31.42128,-97.79697,276.0,2004-11-01 00:05:00-06,TX_ASOS
GTU,GEORGETOWN (AWOS),30.68083,-97.67666,240.0,1992-05-01 04:00:00-05,TX_ASOS
GYB,GIDDINGS-LEE_CNTY_ARPT,30.17,-96.98,148.0,2004-07-01 00:05:00-05,TX_ASOS
JXI,GILMER/FOX_STEPHENS_FIELD,32.7,-94.95,127.0,2004-07-01 00:05:00-05,TX_ASOS
T20,Gonzales,29.528000000000002,-97.4614,108.132,2013-05-05 17:55:00-05,TX_ASOS
RPH,GRAHAM_MUNI_ARPT,33.11,-98.555,344.0,2003-05-31 00:05:00-05,TX_ASOS
GDJ,GRANBURY,32.44442,-97.81694,237.0,2003-11-01 00:05:00-06,TX_ASOS
GPM,GRAND_PRAIRIE,32.69878,-97.04692,180.0,1985-02-01 13:00:00-06,TX_ASOS
GVT,GREENVILLE/MAJORS,33.067840000000004,-96.06533,163.0,1979-10-01 08:00:00-05,TX_ASOS
GDP,GUADALUPE PASS AMOS,31.83312,-104.80978,1662.0,1948-07-01 02:00:00-05,TX_ASOS
GUL,Gunnison (GoM),27.3039,-93.5383,0.0,2010-02-23 00:10:00-06,TX_ASOS
MNZ,Hamilton,31.66593,-98.14864,395.9,2008-01-01 00:06:00-06,TX_ASOS
HRL,HARLINGEN INTL ARPT,26.2285,-97.65439,11.0,1952-08-01 00:00:00-05,TX_ASOS
LHB,HEARNE,30.87,-96.62,87.0,2003-11-01 00:05:00-06,TX_ASOS
HBV,HEBBRONVILLE,27.349559999999997,-98.73694,202.0,2004-08-01 00:05:00-05,TX_ASOS
RFI,Henderson,32.14172,-94.85172,134.7,2008-11-01 00:04:00-05,TX_ASOS
F12,HENDERSON RUSK C,32.14172,-94.85172,135.0,2010-09-01 18:05:00-05,TX_ASOS
HRX,Hereford,34.85776,-102.32641,1153.0,2007-02-01 00:06:00-06,TX_ASOS
HQI,High Island 376,27.962,-93.67083000000001,0.0,2010-05-08 18:35:00-05,TX_ASOS
INJ,HILLSBORO,32.08361,-97.09722,209.0,2003-11-01 00:05:00-06,TX_ASOS
HDO,HONDO MUNICIPAL,29.359440000000003,-99.17416999999999,283.0,1954-11-01 06:00:00-06,TX_ASOS
HHV,Hoover Diana,26.9392,-94.6886,0.0,2011-07-26 07:15:00-05,TX_ASOS
DZB,Horseshoe,30.52705,-98.35876,333.0,2009-07-01 01:05:00-05,TX_ASOS
LVJ,HOUSTON (CLOVER FIELD WAS T02),29.52,-95.24,13.0,1998-11-01 01:53:00-06,TX_ASOS
MCJ,Houston Dunn,29.71329,-95.39549,69.0,2008-10-01 00:15:00-05,TX_ASOS
DWH,HOUSTON/D.W. HOOKS,30.06803,-95.55624,46.0,1986-10-01 06:00:00-05,TX_ASOS
EFD,HOUSTON/ELLINGTON,29.607329999999997,-95.15875,10.0,1950-02-01 00:00:00-06,TX_ASOS
TME,Houston Exec,29.80503,-95.89789,50.6,2009-02-28 18:55:00-06,TX_ASOS
SGR,HOUSTON/HULL FIELD,29.62225,-95.65653,2.0,1996-07-01 05:50:00-05,TX_ASOS
IAH,HOUSTON/INTERCONTIN,29.98443,-95.34144,33.0,1969-06-01 07:00:00-05,TX_ASOS
AXH,Houston SW,29.506140000000002,-95.47691999999999,20.7,2009-06-01 00:05:00-05,TX_ASOS
HOU,HOUSTON/WILL HOBBY,29.63747,-95.28245,14.0,1948-07-01 01:00:00-05,TX_ASOS
UTS,HUNTSVILLE MUNICIPAL AIRPORT,30.746890000000004,-95.58717,112.0,1997-02-28 00:53:00-06,TX_ASOS
TFP,Ingleside,27.91303,-97.2115,5.0,2007-07-31 19:05:00-05,TX_ASOS
JSO,JACKSONVILLE,31.87,-95.22,206.0,2003-08-01 00:05:00-05,TX_ASOS
JAS,JASPER COUNTY-BELL FIELD AIRPORT,30.885690000000004,-94.03494,65.0,2002-04-01 00:07:00-06,TX_ASOS
JCT,JUNCTION (AMOS),30.51083,-99.76639,522.0,1948-07-01 01:00:00-05,TX_ASOS
SKF,KELLY AFB,29.38423,-98.58111,210.0,1947-01-01 00:00:00-06,TX_ASOS
ERV,KERRVILLE MUNICIPAL,29.976670000000002,-99.08547,493.0,1973-01-01 13:00:00-06,TX_ASOS
CWC,Kickapoo,33.85784,-98.4904,304.0,2007-08-01 00:05:00-05,TX_ASOS
ILE,KILLEEN MUNI (AWOS),31.085829999999998,-97.6865,258.0,1948-03-01 07:00:00-06,TX_ASOS
IKG,Kingsville,27.5509,-98.0309,39.115,2016-11-16 08:15:00-06,TX_ASOS
NQI,KINGSVILLE NAS,27.5072,-97.8097,15.0,1951-08-01 01:00:00-05,TX_ASOS
RYW,Lago Vista,30.4967,-97.96589,375.2,2008-04-30 19:05:00-05,TX_ASOS
3T5,LA GRANGE/FAYETTE REGIONAL,29.91,-96.95,99.0,2001-12-01 00:06:00-06,TX_ASOS
2F5,Lamesa,32.7479,-101.9018,902.633,2017-09-29 13:55:00-05,TX_ASOS
LZZ,Lampasas,31.10619,-98.19589,370.3,2009-08-01 00:15:00-05,TX_ASOS
LNC,LANCASTER,32.579190000000004,-96.71905,153.0,2003-10-01 00:05:00-05,TX_ASOS
LRD,LAREDO INTL AIRPORT,27.5438,-99.46153000000001,155.0,1948-01-01 00:00:00-06,TX_ASOS
T70,Laughlin AFB,29.125999999999998,-100.48100000000001,297.55,2016-04-22 15:58:00-05,TX_ASOS
DLF,LAUGHLIN AFB,29.35949,-100.77797,330.0,1953-07-01 00:00:00-05,TX_ASOS
AQO,LLANO_MUNI_ARPT,30.783609999999996,-98.66194,336.0,2004-07-01 00:05:00-05,TX_ASOS
GGG,LONGVIEW/GREGG CO.,32.384009999999996,-94.71149,124.0,1950-09-01 01:00:00-05,TX_ASOS
LBB,LUBBOCK INTL ARPT,33.66364,-101.82278000000001,988.0,1948-01-01 00:00:00-06,TX_ASOS
LFK,LUFKIN/ANGELINA CO.,31.234009999999998,-94.75,88.0,1948-08-01 07:00:00-05,TX_ASOS
MRF,MARFA MUNI (AMOS),30.37,-104.02,1481.0,1948-08-01 00:00:00-05,TX_ASOS
ASL,Marshall,32.5205,-94.30778000000001,108.8,2011-05-20 07:55:00-05,TX_ASOS
5T9,Maverick County,28.8571,-100.5135,267.384,2015-08-27 11:00:00-05,TX_ASOS
MFE,MCALLEN/MILLER INTL,26.175829999999998,-98.23861,33.0,1973-01-01 00:00:00-06,TX_ASOS
PWG,MC GREGOR (AWOS),31.484920000000002,-97.31653,180.0,1992-05-01 05:00:00-05,TX_ASOS
TKI,MC KINNEY,33.18,-96.59,179.0,1998-04-30 00:53:00-05,TX_ASOS
NMT,McMullen,28.2361,-98.7242,89.3064,2014-11-21 09:58:00-06,TX_ASOS
HQZ,MESQUITE,32.746959999999994,-96.53041999999999,136.0,2003-08-01 00:05:00-05,TX_ASOS
LXY,Mexia Limestone,31.6412,-96.5145,166.29,2013-08-30 09:35:00-05,TX_ASOS
